20201118,工业园区,湖西CBD,高楼层采光无遮挡，视野开阔，三房朝南，精装保养好新上,858万,高楼层(共27层)                                                3室2厅 | 155.85平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_2kURVgTCe_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,四个功能间 适合一家带老人居住 户型方正,460万,高楼层(共5层)                                                3室2厅 | 144.06平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_UQPaMpA7y_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,随时可预约看房 房东诚心出售 挑高6米,380万,中楼层(共15层)                                                1室1厅 | 46.19平米                                  | 北,https://ke-image.ljcdn.com/110000-inspection/pc1_4fN5urfiX_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,宏海国际广场 1室1厅 南,190万,高楼层(共36层)                                                1室1厅 | 68平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_sgxFnF7NG_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,主要的是诚意出售，品质装修拎包入住，小区中间位置,828万,中楼层(共24层)                                                3室2厅 | 162.12平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_0pfJt0YT1_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,空中别墅有电梯有大花园大露台很大，五个卧室,1250万,高楼层(共9层)                                                5室3厅 | 225.11平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_QuLTei4Sm_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,业主诚意出售，可注册公司，楼层高视野好,190万,高楼层(共36层)                                                1室1厅 | 67.34平米                                  | 北,https://ke-image.ljcdn.com/110000-inspection/pc1_gfaXXDMfr_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,东方之门东南角全湖景大平层，二次精装修拎包入住,1800万,中楼层(共82层)                                                4室2厅 | 274平米                                  | 东南,https://ke-image.ljcdn.com/110000-inspection/pc1_sBJt2Aybv_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海人家正气三房，南北通透，视野好，学未用。,565万,中楼层(共22层)                                                3室2厅 | 116.08平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_lCDdQsGEh_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,加城湖滨公寓  满五年 含车位  精装  出售,680万,中楼层(共17层)                                                3室2厅 | 133.7平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_hy6mtivcM_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,满五唯一，好房出售，业主诚意出售，看房有钥匙,728万,高楼层(共56层)                                                3室2厅 | 172.01平米                                  | 南 东北,https://ke-image.ljcdn.com/110000-inspection/pc1_itha8gFnn_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,凤凰文化公寓 总价低  楼层好 看房方便 诚意出售,430万,中楼层(共36层)                                                1室1厅 | 79.41平米                                  | 西北,https://ke-image.ljcdn.com/110000-inspection/pc1_u7lOEvMUH_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天翔花园经典通透2室 楼层采光位置好 金鸡湖西地段,609万,中楼层(共21层)                                                2室2厅 | 112.94平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_YoiiZEGJo_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海地铁口 随时报名 带稳定租约 满五唯YI 诚意出售,420万,高楼层(共36层)                                                1室1厅 | 76.17平米                                  | 北,https://ke-image.ljcdn.com/110000-inspection/pc1_oasLCVjDP_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,房子满五年，唯一！好房，好房，师惠的边户，好房好房,600万,高楼层(共11层)                                                2室1厅 | 65平米                                  | 北,https://ke-image.ljcdn.com/110000-inspection/pc1_tqfcEzykq_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,满5年唯一馨湖园带140平大露台,888万,低楼层(共26层)                                                3室2厅 | 146.04平米                                  | 东,https://ke-image.ljcdn.com/110000-inspection/pc1_wCic6Rsde_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海双本部未用  满五唯一税费少  诚意出售必看好房,400万,中楼层(共11层)                                                1室1厅 | 46.87平米                                  | 北,https://ke-image.ljcdn.com/110000-inspection/885e78cd-0f19-456c-a269-b31b32270929_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,都市花园东区电梯顶复，满五唯一,966万,高楼层(共9层)                                                5室2厅 | 225.37平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_SEVnoH9b4_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,可以看到金鸡湖独墅湖青剑湖，俯瞰整个金鸡湖和湖东,2300万,高楼层(共67层)                                                4室2厅 | 338平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_JwrLsnwQY_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新出天域东区空中别墅，红蚂蚁米克罗全新装修,1898万,高楼层(共21层)                                                5室3厅 | 292平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_cCHsWRzUJ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域花园楼层、位置、装修都很好的一套房子，唯一住房,928万,中楼层(共13层)                                                3室2厅 | 176.3平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_eyGZO8PD0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域花园前排3+1户型 户型方正 保养好 诚意出售,890万,中楼层(共15层)                                                3室2厅 | 172平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_UFfIN1wWM_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,朝东的户型，全湖景。装修保养好,960万,中楼层(共11层)                                                3室2厅 | 175.08平米                                  | 东南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_RAbKUC50h_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,苏州建筑，精致装修一房，楼下地铁，拎包入住,635万,中楼层(共47层)                                                1室1厅 | 87平米                                  | 东,https://ke-image.ljcdn.com/110000-inspection/pc1_pzv5xXaVz_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,朝南一房 拎包入住 户型方正 房东诚心出售,408万,中楼层(共36层)                                                1室1厅 | 72.6平米                                  | 东南,https://ke-image.ljcdn.com/110000-inspection/pc1_kaSxKJ6sf_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,都市四期精装三房，中间楼层 房东自住 看房提前联系,535万,中楼层(共5层)                                                3室2厅 | 99.27平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_97FNIi7wn_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,有钥匙 随时可用  房东诚心出售 挑高6米必看好房,330万,中楼层(共11层)                                                1室2厅 | 46.87平米                                  | 北,https://ke-image.ljcdn.com/110000-inspection/pc1_7DkWXqhO2_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星湾，低密度小区，小区中间位置，金鸡湖湖景房,760万,高楼层(共6层)                                                3室3厅 | 146.4平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_QWTMfFAeO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,采光好，3楼4楼叠加，环境优雅。,860万,中楼层(共4层)                                                4室2厅 | 209.4平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_kkcKWGMN5_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,高楼层，采光好，交通便利，户型方正,170万,高楼层(共36层)                                                1室1厅 | 60平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_mMTjKADby_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,苏州8号 新风系统加地暖 诚意出售,820万,中楼层(共47层)                                                2室2厅 | 128平米                                  | 西北,https://ke-image.ljcdn.com/110000-inspection/pc1_jPPGFYB9p_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,馨湖园 3室2厅 南,1150万,高楼层(共26层)                                                3室2厅 | 160.8平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_FtgJH5yZ0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,东方之门的优质户型、东南朝向，460平就一套,3220万,高楼层(共82层)                                                4室2厅 | 460平米                                  | 东南,https://ke-image.ljcdn.com/110000-inspection/pc1_60iKDS6CV_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新城花园2房电梯边套,满五唯一,357万,中楼层(共11层)                                                2室2厅 | 86.99平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_OohQ8HkKz_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,满五年唯一省税 小区中间位置 中间楼层 中间户 诚意售,630万,中楼层(共5层)                                                3室2厅 | 125.05平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_BqKIeFBhO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西CBD！满2年！高楼层！房型好！,540万,高楼层(共36层)                                                2室2厅 | 105.76平米                                  | 西,https://ke-image.ljcdn.com/110000-inspection/pc1_KZKwv81CU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,铂金公寓平层两房 户型正气星海在 视野开阔采光足,490万,中楼层(共24层)                                                2室2厅 | 108平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ZmIWN6YtJ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,宏海国际广场 湖西CBD 精装公寓 拎包入住,195万,高楼层(共36层)                                                1室1厅 | 64平米                                  | 东南,https://ke-image.ljcdn.com/110000-inspection/pc1_p0BloD1sT_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,70年产权  小面积 总价低 有钥匙 看房方便,445万,中楼层(共36层)                                                1室1厅 | 79平米                                  | 西北 西,https://ke-image.ljcdn.com/110000-inspection/pc1_dAWkH8kYk_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,小区中间位置楼层低 标准通透大两房 诚意卖,290万,低楼层(共5层)                                                2室1厅 | 75.73平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_GRio9F0sp_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,都市花园一期三房精装修拎包入住,695万,中楼层(共5层)                                                4室2厅 | 131.58平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_weR0CFSjT_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海诚意出售好房，业主诚意出售价格可以商量,580万,中楼层(共36层)                                                2室2厅 | 109.83平米                                  | 东南 南,https://ke-image.ljcdn.com/110000-inspection/pc1_v6fYOtoxJ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖左岸一期正四房四开间朝南，实用面积大，有车位,998万,低楼层(共11层)                                                4室2厅 | 174.56平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_nsGIRwuOK_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西 CBD 四季新家园，生活方便,788万,低楼层(共27层)                                                3室2厅 | 156平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_pKYF7G56a_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,户型方正朝向好  XQ好未用 业主诚意卖,528万,中楼层(共24层)                                                2室2厅 | 132平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_d0haTOsXH_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新！新！中间位置，空中楼阁，未来加装电梯,460万,高楼层(共5层)                                                4室3厅 | 132平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_v4SWbyEYr_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,金鸡湖湖景房，湖西CBD位置 ,房东换房诚意出售！,738万,高楼层(共26层)                                                2室2厅 | 123.69平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_cKJkJZDPC_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海房满两年，中上楼层，朝南，朝西，全天采光,780万,中楼层(共47层)                                                2室2厅 | 128平米                                  | 西南,https://ke-image.ljcdn.com/110000-inspection/pc1_z8BZYokXw_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,馨湖园 3室2厅 南,770万,低楼层(共28层)                                                3室2厅 | 146.33平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/7bcb0ec4-2828-4d3d-bbdd-8da49bea2d3d_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,多层一楼架空带50平花园 幼儿园旁 楼间距大采光无遮挡,562万,低楼层(共5层)                                                3室2厅 | 123.3平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_i9HQoDelf_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,房东诚意出售，复式，  一室一厅  出售,362万,高楼层(共15层)                                                1室1厅 | 46.19平米                                  | 北,https://ke-image.ljcdn.com/110000-inspection/pc1_Jmg5dntln_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,师惠花苑满五唯一，西边户全明户型，自住精装保养好,390万,高楼层(共15层)                                                1室1厅 | 46.19平米                                  | 北,https://ke-image.ljcdn.com/110000-inspection/pc1_MKdu70Bwx_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,中天湖畔花园 3室2厅 南 北,750万,中楼层(共27层)                                                3室2厅 | 147.5平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_gPN5WzaWd_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,环球188、精装修，东南向，大两房，中层景观,740万,高楼层(共52层)                                                3室2厅 | 155平米                                  | 东南,https://ke-image.ljcdn.com/110000-inspection/pc1_ueaLhkL8L_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,苏州中心 2室2厅 东北,1300万,高楼层(共47层)                                                2室2厅 | 148平米                                  | 东北,https://ke-image.ljcdn.com/110000-inspection/pc1_6ZsUB7oJl_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,此房满5年非唯一住宅毛坯房可以按照自己的风格装修,837万,低楼层(共27层)                                                3室2厅 | 158.1平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Ip5XlbiE1_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖左岸一期小高层，楼层好，视野宽阔，满五,1071万,中楼层(共11层)                                                3室2厅 | 175平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_azDUcfHTM_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,一线湖景  精装两居室  诚意出售,885万,低楼层(共18层)                                                2室2厅 | 143平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_qnd9qmQ2k_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西都市花园洋房，单价低，三房的价买空中别墅，电梯,620万,高楼层(共6层)                                                6室2厅 | 182.96平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_3MkNpADBK_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西好位置，新城邻里旁，经典户型，业主诚意卖,427万,中楼层(共5层)                                                3室2厅 | 97.2平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_7cSEzmFmi_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,东方之门北楼湖景房，高层视野好，采光 充足,700万,高楼层(共67层)                                                1室1厅 | 112.97平米                                  | 东南,https://ke-image.ljcdn.com/110000-inspection/pc1_pCnz6hcq2_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖左岸一期四房，中间楼层，看房有钥匙，诚意出售。,939万,中楼层(共11层)                                                4室1厅 | 175.08平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/test-1f4a0dd3-0967-462d-90f9-773e445e93ac.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,满二唯一，金鸡湖一线精工住宅，精装省事，读书省心,850万,中楼层(共82层)                                                2室2厅 | 199平米                                  | 西北,https://ke-image.ljcdn.com/110000-inspection/pc1_R1hHYzaYX_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海低总价，房东诚意出售，看房方便,380万,低楼层(共24层)                                                1室1厅 | 74平米                                  | 东,https://ke-image.ljcdn.com/110000-inspection/pc1_tZlN28CYu_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,都市花园东区一楼带露台三房，满五，业主诚意出售,730万,低楼层(共9层)                                                3室2厅 | 127平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_zNx6qcBVr_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,都市三房精装修拎包入住，看房方便,690万,高楼层(共6层)                                                3室2厅 | 118平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ZFOI6EiTK_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海低总价一房，统装，朝南，有钥匙随时看房,420万,高楼层(共36层)                                                1室2厅 | 72.6平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_KnQEBhUAB_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,高楼层，采光好，精装修，户型方正,190万,高楼层(共36层)                                                1室1厅 | 73.4平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_jRFjuiqpt_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,师惠花园精装四房，星海品质小区，两个车位另售,918万,中楼层(共25层)                                                4室2厅 | 169.58平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_7SgeEt3Ag_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,东方之门 园区湖西CBD 金鸡湖边 双轨交地铁 星海X区,930万,中楼层(共82层)                                                2室2厅 | 201平米                                  | 西北,https://ke-image.ljcdn.com/110000-inspection/bedb2f86-008b-42f1-9e4b-e903681a5f16_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,亲绿楼层 ，景色怡人，树高但不挡光；三开间朝南好房,680万,低楼层(共24层)                                                2室2厅 | 121平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_TWumK9rns_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,小区中间位置 采光好 视野好 通透,926万,中楼层(共13层)                                                3室1厅 | 177.4平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_NjtK6svoG_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,小区好位置 好楼层 诚心卖 方便看,412万,中楼层(共5层)                                                3室1厅 | 95平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_TaTn0yg7l_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,精装正3室满五年 楼层采光好 中间位置 星海随时可用,699万,中楼层(共5层)                                                3室2厅 | 118.47平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_v6BGyv2WB_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,凤凰书城之上 朝南两房 开发商精装 保养好,505万,中楼层(共36层)                                                2室2厅 | 101平米                                  | 东南,https://ke-image.ljcdn.com/110000-inspection/pc1_s4b9RAUW1_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,金鸡湖边 东方华府 一线全湖景 70年产权大平层,2200万,高楼层(共82层)                                                3室2厅 | 350平米                                  | 东,https://ke-image.ljcdn.com/110000-inspection/pc1_uJweOUnZT_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,一楼带大花园 种菜养花 惬意 精装修拎包入住,650万,低楼层(共6层)                                                3室2厅 | 115平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_XPOyNNLkl_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,宏海国际广场 1室1厅 南,235万,高楼层(共36层)                                                1室1厅 | 67.37平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_G75LZJs8B_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西CBD 70年产权住宅 户型好 精装修高层湖景视野好,799万,高楼层(共56层)                                                3室2厅 | 173平米                                  | 东 东南 东北,https://ke-image.ljcdn.com/320500-inspection/pc1_IuHRlCjOJ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天翔BEST位置   房子没有住过人,950万,中楼层(共21层)                                                4室2厅 | 184平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_R6YmeYjz4_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,诚意出售，装修保养好，看房方便,530万,高楼层(共6层)                                                2室2厅 | 70.99平米                                  | 东 西,https://ke-image.ljcdn.com/110000-inspection/pc1_KF95OW4zK_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,中天湖畔花园 4室1厅 南,988万,中楼层(共25层)                                                4室1厅 | 218.4平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/test-0af9d0fe-b682-4d63-a0c1-ce7234e07bbc.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域西区，自住三房 楼层好，保养佳，满五唯一,970万,中楼层(共17层)                                                3室2厅 | 160.42平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_BYmHEMg6K_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,凤凰朝南2房 满2年 xue区未用,530万,中楼层(共36层)                                                2室2厅 | 102平米                                  | 东南,https://ke-image.ljcdn.com/110000-inspection/pc1_wFkJHZsay_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,宏海国际广场 1室1厅 西南,176万,高楼层(共36层)                                                1室1厅 | 64.14平米                                  | 西南,https://ke-image.ljcdn.com/110000-inspection/pc1_YBvkojqaa_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,万科物业，小区环境好，楼栋位置户型楼层都好,597万,低楼层(共21层)                                                3室1厅 | 137平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_BgP3Hxbma_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,70年产权，精装一线湖景房，看房方便,920万,中楼层(共47层)                                                2室2厅 | 148.37平米                                  | 东北,https://ke-image.ljcdn.com/110000-inspection/pc1_mvbP3PmVP_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,三开间朝南，采光充足，诚意出售 价格可谈,649.7万,低楼层(共29层)                                                2室1厅 | 105.5平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_7VhnvuWdR_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,四房下叠带花园，楼间距大，采光好。,865万,低楼层(共4层)                                                4室3厅 | 173平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_PbJwji8jM_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新出全装修三房，业主诚意出售！,530万,高楼层(共6层)                                                3室2厅 | 99.8平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ADAW2Ddlq_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,东方之门北楼  一线湖景公寓 办公好居所,600万,中楼层(共67层)                                                2室2厅 | 123.03平米                                  | 东 东南,https://ke-image.ljcdn.com/110000-inspection/pc1_m5Zcohbtu_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新城花园顶楼复式  满五精装诚意出售,475万,高楼层(共5层)                                                3室2厅 | 135平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_cmMM3o8ZN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,中茵皇冠私家花园大露台3房，双套间，有车位，满2年,1350万,低楼层(共22层)                                                3室2厅 | 220平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_22KlaTQQ9_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域大户型394平复式。两梯一户。四个独立套房,2880万,中楼层(共12层)                                                5室3厅 | 394平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_OMT2OemeH_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,都市花园西区  中间楼层 户型方正 三房,630万,中楼层(共5层)                                                3室2厅 | 128平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_k9DsvN35t_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,平层大两房窗户正对公园，视野好采光好。户型正,560万,高楼层(共24层)                                                2室2厅 | 137平米                                  | 西,https://ke-image.ljcdn.com/110000-inspection/pc1_1R1i3GLwP_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,诚意出售 户型方正的南北通风三房 业主自住保养好,595万,中楼层(共4层)                                                3室2厅 | 115平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_woOqJCduN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
